date,time,subject,group,blocknum,blockcode,trialnum,trialcode,values.CurrentScore,values.QuestionS,values.QuestionM,values.QuestionM2,values.RTselect,response,latency,stimulus1,values.Ngain,values.Nloss
021220,17:44:39,37,FBS緑,1,FirstScreen,1,Pause,1000,,,,0,0,300,blank,0,0
021220,17:44:39,37,FBS緑,2,MMS,1,QuestionM,1000,,疲れた,3倦怠,0,M3,3414,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,2,QuestionM,1000,,陽気な,4活動的快,0,M3,1853,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,3,QuestionM,1000,,好きな,6親和,0,M3,1194,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,4,QuestionM,1000,,驚いた,8驚愕,0,M1,1896,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,5,QuestionM,1000,,退屈な,3倦怠,0,M2,2118,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,6,QuestionM,1000,,はつらつとした,4活動的快,0,M2,1685,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,7,QuestionM,1000,,思慮深い,7集中,0,M2,2361,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,8,QuestionM,1000,,慎重な,7集中,0,M2,1129,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,9,QuestionM,1000,,無気力な,3倦怠,0,M2,1363,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,10,QuestionM,1000,,憎らしい,2敵意,0,M2,1617,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,11,QuestionM,1000,,びくりとした,8驚愕,0,M2,1053,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,12,QuestionM,1000,,のんびりした,5非活動的快,0,M2,1276,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,13,QuestionM,1000,,注意深い,7集中,0,M2,1201,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,14,QuestionM,1000,,びっくりした,8驚愕,0,M2,1143,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,15,QuestionM,1000,,のんきな,5非活動的快,0,M2,1291,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,16,QuestionM,1000,,活気のある,4活動的快,0,M3,1661,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,17,QuestionM,1000,,はっとした,8驚愕,0,M2,2212,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,18,QuestionM,1000,,恋しい,6親和,0,M2,1805,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,19,QuestionM,1000,,愛らしい,6親和,0,M2,935,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,20,QuestionM,1000,,すてきな,6親和,0,M2,1117,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,21,QuestionM,1000,,不安な,1抑うつ・不安,0,M1,1571,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,22,QuestionM,1000,,丁重な,7集中,0,M2,1734,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,23,QuestionM,1000,,だるい,3倦怠,0,M1,1204,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,24,QuestionM,1000,,気力に満ちた,4活動的快,0,M2,3133,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,25,QuestionM,1000,,攻撃的な,2敵意,0,M1,1572,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,26,QuestionM,1000,,くよくよした,1抑うつ・不安,0,M2,1378,R1.png,0,0
021220,17:44:39,37,FBS緑,2,MMS,27,QuestionM,1000,,つまらない,3倦怠,0,M1,1645,R1.png,0,0
