date,time,subject,group,blocknum,blockcode,trialnum,trialcode,values.CurrentScore,values.QuestionS,values.QuestionM,values.QuestionM2,values.RTselect,response,latency,stimulus1,values.Ngain,values.Nloss
012420,15:25:55,12,BFH赤,1,FirstScreen,1,Pause,1000,,,,0,0,300,blank,0,0
012420,15:25:55,12,BFH赤,2,MMS,1,QuestionM,1000,,不安な,1抑うつ・不安,0,M1,6772,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,2,QuestionM,1000,,慎重な,7集中,0,M1,1722,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,3,QuestionM,1000,,くよくよした,1抑うつ・不安,0,M1,4467,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,4,QuestionM,1000,,気がかりな,1抑うつ・不安,0,M2,5076,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,5,QuestionM,1000,,活気のある,4活動的快,0,M2,5319,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,6,QuestionM,1000,,好きな,6親和,0,M3,3669,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,7,QuestionM,1000,,元気いっぱいの,4活動的快,0,M2,4728,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,8,QuestionM,1000,,憎らしい,2敵意,0,M1,2701,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,9,QuestionM,1000,,無気力な,3倦怠,0,M3,3634,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,10,QuestionM,1000,,ゆっくりした,5非活動的快,0,M4,3192,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,11,QuestionM,1000,,陽気な,4活動的快,0,M2,3104,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,12,QuestionM,1000,,悩んでいる,1抑うつ・不安,0,M2,5088,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,13,QuestionM,1000,,つまらない,3倦怠,0,M1,3344,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,14,QuestionM,1000,,いとおしい,6親和,0,M2,4068,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,15,QuestionM,1000,,動揺した,8驚愕,0,M2,3677,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,16,QuestionM,1000,,注意深い,7集中,0,M3,3043,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,17,QuestionM,1000,,疲れた,3倦怠,0,M2,3089,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,18,QuestionM,1000,,すてきな,6親和,0,M3,3727,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,19,QuestionM,1000,,うらんだ,2敵意,0,M1,3734,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,20,QuestionM,1000,,攻撃的な,2敵意,0,M1,2754,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,21,QuestionM,1000,,おっとりした,5非活動的快,0,M3,2806,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,22,QuestionM,1000,,のんびりした,5非活動的快,0,M3,2927,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,23,QuestionM,1000,,思慮深い,7集中,0,M2,8014,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,24,QuestionM,1000,,恋しい,6親和,0,M2,2101,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,25,QuestionM,1000,,自信がない,1抑うつ・不安,0,M2,2586,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,26,QuestionM,1000,,丁重な,7集中,0,M3,2888,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,27,QuestionM,1000,,退屈な,3倦怠,0,M1,2570,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,28,QuestionM,1000,,むっとした,2敵意,0,M1,2307,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,29,QuestionM,1000,,のどかな,5非活動的快,0,M3,3638,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,30,QuestionM,1000,,敵意のある,2敵意,0,M1,2520,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,31,QuestionM,1000,,驚いた,8驚愕,0,M2,6087,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,32,QuestionM,1000,,だるい,3倦怠,0,M2,1469,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,33,QuestionM,1000,,のんきな,5非活動的快,0,M3,2982,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,34,QuestionM,1000,,びくりとした,8驚愕,0,M2,3780,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,35,QuestionM,1000,,はつらつとした,4活動的快,0,M1,3014,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,36,QuestionM,1000,,愛らしい,6親和,0,M2,5059,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,37,QuestionM,1000,,びっくりした,8驚愕,0,M2,3470,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,38,QuestionM,1000,,気力に満ちた,4活動的快,0,M2,2507,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,39,QuestionM,1000,,ていねいな,7集中,0,M3,4576,R1.png,0,0
012420,15:25:55,12,BFH赤,2,MMS,40,QuestionM,1000,,はっとした,8驚愕,0,M2,7859,R1.png,0,0
012420,15:25:55,12,BFH赤,3,P,2,SBLL50,950,,,,1377,0,900,5010interval.png,0,1
012420,15:25:55,12,BFH赤,3,P,4,SARG50,1000,,,,3245,0,700,1050interval.png,1,1
012420,15:25:55,12,BFH赤,3,P,6,SBLG50,1050,,,,3427,0,1100,5010interval.png,2,1
012420,15:25:55,12,BFH赤,3,P,8,SALG10,1060,,,,1448,0,700,1050interval.png,3,1
012420,15:25:55,12,BFH赤,3,P,9,Rest,1060,,,,1448,rbuttondblclk,4622,現在の得点は 1060 です。,3,1
012420,15:25:55,12,BFH赤,4,Start,1,Rest,1000,,,,1448,rbuttondblclk,4267,現在の得点は 1000 です。,3,1
012420,15:25:55,12,BFH赤,5,E,2,SALL10,990,,,,2538,0,700,1050interval.png,0,1
012420,15:25:55,12,BFH赤,5,E,4,SBRG10,1000,,,,3957,0,700,5010interval.png,1,1
012420,15:25:55,12,BFH赤,5,E,6,SARG50,1050,,,,1952,0,900,1050interval.png,2,1
012420,15:25:55,12,BFH赤,5,E,8,SBRG10,1060,,,,1044,0,900,5010interval.png,3,1
012420,15:25:55,12,BFH赤,5,E,10,SARG50,1110,,,,3944,0,1100,1050interval.png,4,1
012420,15:25:55,12,BFH赤,5,E,12,SBRG10,1120,,,,1069,0,1100,5010interval.png,5,1
012420,15:25:55,12,BFH赤,5,E,14,SARL50,1070,,,,1026,0,900,1050interval.png,5,2
012420,15:25:55,12,BFH赤,5,E,16,SARG50,1120,,,,2123,0,900,1050interval.png,6,2
012420,15:25:55,12,BFH赤,5,E,18,SALG10,1130,,,,2648,0,900,1050interval.png,7,2
012420,15:25:55,12,BFH赤,5,E,20,SARG50,1180,,,,643,0,1100,1050interval.png,8,2
012420,15:25:55,12,BFH赤,5,E,22,SALG10,1190,,,,2215,0,1100,1050interval.png,9,2
012420,15:25:55,12,BFH赤,5,E,24,SBLG50,1240,,,,804,0,900,5010interval.png,10,2
012420,15:25:55,12,BFH赤,5,E,26,SALG10,1250,,,,932,0,900,1050interval.png,11,2
012420,15:25:55,12,BFH赤,5,E,28,SBLG50,1300,,,,847,0,700,5010interval.png,12,2
012420,15:25:55,12,BFH赤,5,E,30,SBRL10,1290,,,,951,0,900,5010interval.png,12,3
012420,15:25:55,12,BFH赤,5,E,32,SBRG10,1300,,,,981,0,1100,5010interval.png,13,3
012420,15:25:55,12,BFH赤,5,E,34,SALG10,1310,,,,1404,0,700,1050interval.png,14,3
012420,15:25:55,12,BFH赤,5,E,36,SARL50,1260,,,,678,0,1100,1050interval.png,14,4
012420,15:25:55,12,BFH赤,5,E,38,SBLL50,1210,,,,2270,0,1100,5010interval.png,14,5
012420,15:25:55,12,BFH赤,5,E,40,SBLL50,1160,,,,1886,0,700,5010interval.png,14,6
012420,15:25:55,12,BFH赤,5,E,42,SBRG10,1170,,,,4606,0,900,5010interval.png,15,6
012420,15:25:55,12,BFH赤,5,E,44,SBRL10,1160,,,,750,0,1100,5010interval.png,15,7
012420,15:25:55,12,BFH赤,5,E,46,SBLL50,1110,,,,674,0,700,5010interval.png,15,8
012420,15:25:55,12,BFH赤,5,E,48,SARL50,1060,,,,1537,0,700,1050interval.png,15,9
012420,15:25:55,12,BFH赤,5,E,50,SALL10,1050,,,,825,0,900,1050interval.png,15,10
012420,15:25:55,12,BFH赤,5,E,52,SARL50,1000,,,,1980,0,1100,1050interval.png,15,11
012420,15:25:55,12,BFH赤,5,E,54,SARL50,950,,,,2283,0,900,1050interval.png,15,12
012420,15:25:55,12,BFH赤,5,E,56,SBRG10,960,,,,1454,0,700,5010interval.png,16,12
012420,15:25:55,12,BFH赤,5,E,58,SBLL50,910,,,,5124,0,1100,5010interval.png,16,13
012420,15:25:55,12,BFH赤,5,E,60,SALL10,900,,,,869,0,1100,1050interval.png,16,14
012420,15:25:55,12,BFH赤,5,E,62,SBRG10,910,,,,1344,0,1100,5010interval.png,17,14
012420,15:25:55,12,BFH赤,5,E,64,SALL10,900,,,,1108,0,1100,1050interval.png,17,15
012420,15:25:55,12,BFH赤,5,E,66,SBRL10,890,,,,1048,0,700,5010interval.png,17,16
012420,15:25:55,12,BFH赤,5,E,68,SBLG50,940,,,,1172,0,1100,5010interval.png,18,16
012420,15:25:55,12,BFH赤,5,E,70,SARG50,990,,,,1411,0,700,1050interval.png,19,16
012420,15:25:55,12,BFH赤,5,E,72,SBLL50,940,,,,986,0,900,5010interval.png,19,17
012420,15:25:55,12,BFH赤,5,E,73,Rest,940,,,,986,rbuttondblclk,5098,現在の得点は 940 です。,19,17
012420,15:25:55,12,BFH赤,6,E,2,SALL10,930,,,,6070,0,700,1050interval.png,0,1
012420,15:25:55,12,BFH赤,6,E,4,SBRG10,940,,,,2761,0,900,5010interval.png,1,1
012420,15:25:55,12,BFH赤,6,E,6,SBLG50,990,,,,629,0,900,5010interval.png,2,1
012420,15:25:55,12,BFH赤,6,E,8,SBRL10,980,,,,710,0,900,5010interval.png,2,2
012420,15:25:55,12,BFH赤,6,E,10,SALL10,970,,,,826,0,900,1050interval.png,2,3
012420,15:25:55,12,BFH赤,6,E,12,SALL10,960,,,,6238,0,900,1050interval.png,2,4
012420,15:25:55,12,BFH赤,6,E,14,SARG50,1010,,,,1233,0,1100,1050interval.png,3,4
012420,15:25:55,12,BFH赤,6,E,16,SARL50,960,,,,1869,0,700,1050interval.png,3,5
012420,15:25:55,12,BFH赤,6,E,18,SBRL10,950,,,,1981,0,1100,5010interval.png,3,6
012420,15:25:55,12,BFH赤,6,E,20,SBLG50,1000,,,,6173,0,700,5010interval.png,4,6
012420,15:25:55,12,BFH赤,6,E,22,SBLL50,950,,,,804,0,1100,5010interval.png,4,7
012420,15:25:55,12,BFH赤,6,E,24,SBLL50,900,,,,1331,0,700,5010interval.png,4,8
012420,15:25:55,12,BFH赤,6,E,26,SBRG10,910,,,,389,0,700,5010interval.png,5,8
012420,15:25:55,12,BFH赤,6,E,28,SARL50,860,,,,433,0,700,1050interval.png,5,9
012420,15:25:55,12,BFH赤,6,E,30,SALL10,850,,,,672,0,700,1050interval.png,5,10
012420,15:25:55,12,BFH赤,6,E,32,SBRG10,860,,,,942,0,1100,5010interval.png,6,10
012420,15:25:55,12,BFH赤,6,E,34,SBLG50,910,,,,1342,0,1100,5010interval.png,7,10
012420,15:25:55,12,BFH赤,6,E,36,SALG10,920,,,,1084,0,1100,1050interval.png,8,10
012420,15:25:55,12,BFH赤,6,E,38,SARL50,870,,,,1407,0,900,1050interval.png,8,11
012420,15:25:55,12,BFH赤,6,E,40,SARG50,920,,,,651,0,700,1050interval.png,9,11
012420,15:25:55,12,BFH赤,6,E,42,SBRL10,910,,,,593,0,700,5010interval.png,9,12
012420,15:25:55,12,BFH赤,6,E,44,SBRG10,920,,,,480,0,700,5010interval.png,10,12
012420,15:25:55,12,BFH赤,6,E,46,SBLG50,970,,,,531,0,900,5010interval.png,11,12
012420,15:25:55,12,BFH赤,6,E,48,SALG10,980,,,,1082,0,1100,1050interval.png,12,12
012420,15:25:55,12,BFH赤,6,E,50,SARL50,930,,,,703,0,1100,1050interval.png,12,13
012420,15:25:55,12,BFH赤,6,E,52,SARG50,980,,,,692,0,900,1050interval.png,13,13
012420,15:25:55,12,BFH赤,6,E,54,SBRL10,970,,,,1844,0,1100,5010interval.png,13,14
012420,15:25:55,12,BFH赤,6,E,56,SALL10,960,,,,646,0,1100,1050interval.png,13,15
012420,15:25:55,12,BFH赤,6,E,58,SALG10,970,,,,1286,0,900,1050interval.png,14,15
012420,15:25:55,12,BFH赤,6,E,60,SBRL10,960,,,,713,0,900,5010interval.png,14,16
012420,15:25:55,12,BFH赤,6,E,62,SALL10,950,,,,579,0,700,1050interval.png,14,17
012420,15:25:55,12,BFH赤,6,E,64,SBRL10,940,,,,734,0,700,5010interval.png,14,18
012420,15:25:55,12,BFH赤,6,E,66,SBRL10,930,,,,2013,0,700,5010interval.png,14,19
012420,15:25:55,12,BFH赤,6,E,68,SARG50,980,,,,688,0,900,1050interval.png,15,19
012420,15:25:55,12,BFH赤,6,E,70,SALG10,990,,,,645,0,700,1050interval.png,16,19
012420,15:25:55,12,BFH赤,6,E,72,SBLG50,1040,,,,3805,0,700,5010interval.png,17,19
012420,15:25:55,12,BFH赤,6,E,73,Rest,1040,,,,3805,rbuttondblclk,1819,現在の得点は 1040 です。,17,19
012420,15:25:55,12,BFH赤,7,E,2,SALL10,1030,,,,3336,0,1100,1050interval.png,0,1
012420,15:25:55,12,BFH赤,7,E,4,SALG10,1040,,,,701,0,1100,1050interval.png,1,1
012420,15:25:55,12,BFH赤,7,E,6,SARG50,1090,,,,577,0,1100,1050interval.png,2,1
012420,15:25:55,12,BFH赤,7,E,8,SALL10,1080,,,,1984,0,900,1050interval.png,2,2
012420,15:25:55,12,BFH赤,7,E,10,SBLG50,1130,,,,1030,0,1100,5010interval.png,3,2
012420,15:25:55,12,BFH赤,7,E,12,SARG50,1180,,,,659,0,700,1050interval.png,4,2
012420,15:25:55,12,BFH赤,7,E,14,SBRL10,1170,,,,507,0,1100,5010interval.png,4,3
012420,15:25:55,12,BFH赤,7,E,16,SALL10,1160,,,,691,0,700,1050interval.png,4,4
012420,15:25:55,12,BFH赤,7,E,18,SARL50,1110,,,,503,0,1100,1050interval.png,4,5
012420,15:25:55,12,BFH赤,7,E,20,SBLG50,1160,,,,863,0,900,5010interval.png,5,5
012420,15:25:55,12,BFH赤,7,E,22,SBLG50,1210,,,,1512,0,700,5010interval.png,6,5
012420,15:25:55,12,BFH赤,7,E,24,SBLL50,1160,,,,1030,0,900,5010interval.png,6,6
012420,15:25:55,12,BFH赤,7,E,26,SARG50,1210,,,,524,0,700,1050interval.png,7,6
012420,15:25:55,12,BFH赤,7,E,28,SARG50,1260,,,,637,0,1100,1050interval.png,8,6
012420,15:25:55,12,BFH赤,7,E,30,SBRL10,1250,,,,2262,0,900,5010interval.png,8,7
012420,15:25:55,12,BFH赤,7,E,32,SALG10,1260,,,,449,0,900,1050interval.png,9,7
012420,15:25:55,12,BFH赤,7,E,34,SBLG50,1310,,,,991,0,1100,5010interval.png,10,7
012420,15:25:55,12,BFH赤,7,E,36,SARL50,1260,,,,700,0,700,1050interval.png,10,8
012420,15:25:55,12,BFH赤,7,E,38,SARG50,1310,,,,470,0,900,1050interval.png,11,8
012420,15:25:55,12,BFH赤,7,E,40,SBLG50,1360,,,,617,0,700,5010interval.png,12,8
012420,15:25:55,12,BFH赤,7,E,42,SBLL50,1310,,,,1068,0,1100,5010interval.png,12,9
012420,15:25:55,12,BFH赤,7,E,44,SBLL50,1260,,,,905,0,900,5010interval.png,12,10
012420,15:25:55,12,BFH赤,7,E,46,SARL50,1210,,,,1231,0,900,1050interval.png,12,11
012420,15:25:55,12,BFH赤,7,E,48,SBRG10,1220,,,,581,0,900,5010interval.png,13,11
012420,15:25:55,12,BFH赤,7,E,50,SBRL10,1210,,,,760,0,1100,5010interval.png,13,12
012420,15:25:55,12,BFH赤,7,E,52,SBRG10,1220,,,,1308,0,1100,5010interval.png,14,12
012420,15:25:55,12,BFH赤,7,E,54,SALL10,1210,,,,488,0,900,1050interval.png,14,13
012420,15:25:55,12,BFH赤,7,E,56,SALG10,1220,,,,546,0,700,1050interval.png,15,13
012420,15:25:55,12,BFH赤,7,E,58,SBRL10,1210,,,,774,0,700,5010interval.png,15,14
012420,15:25:55,12,BFH赤,7,E,60,SBRG10,1220,,,,1043,0,900,5010interval.png,16,14
012420,15:25:55,12,BFH赤,7,E,62,SBLG50,1270,,,,713,0,900,5010interval.png,17,14
012420,15:25:55,12,BFH赤,7,E,64,SALG10,1280,,,,1374,0,1100,1050interval.png,18,14
012420,15:25:55,12,BFH赤,7,E,66,SARL50,1230,,,,857,0,700,1050interval.png,18,15
012420,15:25:55,12,BFH赤,7,E,68,SALG10,1240,,,,1241,0,700,1050interval.png,19,15
012420,15:25:55,12,BFH赤,7,E,70,SBLL50,1190,,,,881,0,700,5010interval.png,19,16
012420,15:25:55,12,BFH赤,7,E,72,SBRL10,1180,,,,524,0,900,5010interval.png,19,17
012420,15:25:55,12,BFH赤,7,E,73,Rest,1180,,,,524,rbuttondblclk,1697,現在の得点は 1180 です。,19,17
012420,15:25:55,12,BFH赤,8,E,2,SBRL10,1170,,,,1753,0,1100,5010interval.png,0,1
012420,15:25:55,12,BFH赤,8,E,4,SBRG10,1180,,,,2033,0,700,5010interval.png,1,1
